Sequencing run	Lab code	Sample type	Sample category	Stall ID	NC_012920.1 Homo sapiens	NC_013700.1 Nyctereutes procyonoides	NC_002008.4 Canis lupus	NC_001913.1 Oryctolagus cuniculus	NC_012095.1 Sus scrofa	NC_026063.1 Ovis orientalis	NC_021478.1 Rhizomys pruinosus	KX964606.1 Erinaceus amurensis	NC_006853.1 Bos taurus	NC_011638.1 Rattus tanezumi	NC_001700.1 Felis catus	NC_025316.1 Lepus sinensis	KR866125.1 Capra hircus	NC_004069.1 Muntiacus reevesi	NC_020645.1 Arctonyx collaris	NC_018367.1 Marmota himalayana	KR816507.1 Hystrix brachyura	NC_008066.1 Chlorocebus sabaeus	NC_035866.1 Myocastor coypus	NC_008434.1 Vulpes vulpes	NC_026529.1 Vulpes lagopus	NC_029403.1 Paguma larvata	MN400429.1 Melogale moschata	NC_020637.1 Mustela sibirica	NC_001640.1 Equus caballus	NC_006295.1 Bubalus carabanensis	NC_069637.1 Hystrix indica	NC_005033.1 Hemiechinus auritus	NC_039104.1 Rhizomys sumatrensis	NC_014861.1 Rattus tunneyi	NC_012389.1 Rattus exulans	NC_026124.1 Rhizomys sinensis	NC_036369.1 Otocyon megalotis
SRR23971450	Q64	market_metagenome	market_629_Jan12	West|6|29-31-33	1738	4716	5653	5297	731	0	3658	1727	0	5387	0	515	0	0	0	4572	1108	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SRR23971451	Q68	market_metagenome	market_629_Jan12	West|6|29-31-33	5135	1094	7328	7219	0	0	6351	2231	0	0	0	0	0	1070	0	0	525	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SRR23971452	629-11-L	market_metagenome	market_629_late	West|6|29	902	0	0	1451	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SRR23971453	Q69	market_metagenome	market_629_Jan12	West|6|29-31-33	1285	1064	14633	686	0	0	816	2612	0	0	0	0	0	2325	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SRR23971454	Q70	market_metagenome	market_629_Jan12	West|6|29-31-33	498	818	2984	1938	0	0	778	0	0	816	0	0	0	0	0	0	14904	0	0	0	0	0	0	0	0	0	1509	0	0	0	0	0	0
SRR23971455	1-29-8	market_metagenome	market_east_drain	East|5|11	3989	0	537	0	0	0	0	0	0	0	2009	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SRR23971456	8-25-M1	market_metagenome	market_825_late	West|8|25	465	0	0	0	0	0	0	3810	0	4914	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SRR23971457	WS-1-1	sewage_metagenome	market_sewage_west	West|NA|NA	1751	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SRR23971458	WS-2-1	sewage_metagenome	market_sewage_west	West|NA|NA	922	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SRR23971459	WS-2-3	sewage_metagenome	market_sewage_west	West|NA|NA	1243	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SRR23971460	CSSQ-1-3	not_market	non_market_sewage		7139	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SRR23971461	W-8-25-D1	market_metagenome	market_825_late	West|8|25	5815	602	1336	1301	1525	2699	0	11949	473	11924	1204	0	0	0	0	0	0	0	0	0	0	0	0	1417	0	0	0	0	0	0	0	0	0
SRR23971462	W-8-25-D2	market_metagenome	market_825_late	West|8|25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SRR23971463	HJ200025-20200112-1	market_metagenome	market_stall_wildlife	West|9|35-37	826	1132	557	1258	0	0	1307	0	0	559	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SRR23971464	HJ200026-20200112-1	market_metagenome	market_stall_wildlife	West|9|35-37	1194	5720	2047	5556	516	0	1742	4464	0	8857	0	3975	0	2920	895	0	0	0	0	516	0	0	0	0	0	0	0	0	0	0	0	0	0
SRR23971465	HJ200027-20200112-1	market_metagenome	market_stall_wildlife	West|9|35-37	602	3942	1498	531	0	0	1611	0	470	0	0	1408	430	817	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SRR23971466	HJ200028-20200112-1	market_metagenome	market_stall_wildlife	West|9|35-37	0	516	0	473	0	0	726	0	0	6321	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SRR23971467	HJ200029-20200112-1	market_metagenome	market_stall_wildlife	West|9|35-37	0	0	0	0	816	0	0	0	0	590	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SRR23971468	HJ200030-20200112-1	market_metagenome	market_stall_wildlife	West|9|35-37	3779	6141	1884	7105	1305	0	8467	1031	0	2520	0	1334	0	0	1057	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SRR23971469	HJ200031-20200112-1	market_metagenome	market_825	West|8|25	14831	0	831	0	0	518	0	12945	0	817	0	1025	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SRR23971470	HJ200032-20200112-1	market_metagenome	market_825	West|8|25	924	0	0	0	0	0	0	525	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SRR23971471	HJ200033-20200112-1	market_metagenome	market_825	West|8|25	853	0	0	0	0	0	0	2806	0	0	0	3239	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SRR23971472	HJ200034-20200112-1	market_metagenome	market_825	West|8|25	4015	0	0	0	0	0	0	430	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SRR23971473	F13	sars2_amplicon	market_west_Jan1	West|11|15	922	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14389	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SRR23971474	HJ200035-20200112-1	market_metagenome	market_825	West|8|25	2607	0	602	0	0	0	0	7159	0	0	0	1792	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SRR23971475	HJ200036-20200112-1	market_metagenome	market_825	West|8|25	840	0	0	0	0	0	0	728	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SRR23971476	HJ200038-20200112-1	market_metagenome	market_825	West|8|25	2671	0	430	0	473	0	0	10525	0	10348	0	1977	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SRR23971477	HJ200039-20200112-1	market_metagenome	market_825	West|8|25	559	0	0	0	0	430	0	4126	0	0	0	2002	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SRR23971478	HJ200040-20200112-1	market_metagenome	market_825	West|8|25	4407	0	0	0	0	473	0	13550	0	687	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	606	0	0	0	0	0
SRR23971479	HJ200041-20200112-1	market_metagenome	market_stall_wildlife	West|8|36-38	0	988	731	1233	0	0	4335	0	0	604	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SRR23971480	HJ200042-20200112-1	market_metagenome	market_stall_wildlife	West|8|36-38	0	0	0	0	0	0	0	0	0	633	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SRR23971481	HJ200043-20200112-1	market_metagenome	market_stall_wildlife	West|8|36-38	1006	4987	0	0	0	0	1714	0	0	8564	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SRR23971482	HJ200044-20200112-1	market_metagenome	market_stall_wildlife	West|8|36-38	0	8508	1362	0	791	0	1298	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SRR23971483	HJ200045-20200112-1	market_metagenome	market_stall_wildlife	West|8|36-38	1193	6211	430	0	1084	0	5620	9875	0	0	0	2669	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SRR23971484	B5	sars2_amplicon	market_west_Jan1	West|5|6-8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SRR23971485	HJ200046-20200112-1	market_metagenome	market_stall_wildlife	West|8|36-38	733	8089	9427	989	12586	0	12985	0	0	0	0	8313	0	912	0	0	0	0	0	0	0	1032	0	0	0	0	0	0	0	0	0	0	0
SRR23971486	HJ200047-20200112-1	market_metagenome	market_stall_wildlife	West|8|36-38	1062	7474	579	1135	0	0	2383	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SRR23971487	HJ200048-20200112-1	market_metagenome	market_stall_wildlife	West|8|36-38	0	15731	1846	0	0	0	7976	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SRR23971488	HJ200049-20200112-1	market_metagenome	market_stall_wildlife	West|8|36-38	0	903	0	0	8330	1027	6864	0	0	0	0	773	0	4902	1609	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SRR23971489	629-13-L	market_metagenome	market_629_late	West|6|29	1570	865	1028	485	0	0	4470	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SRR23971490	W-8-25-L	market_metagenome	market_825_late	West|8|25	1148	0	0	0	0	0	0	4009	0	0	0	1637	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SRR23971491	W-8-25-L2	market_metagenome	market_825_late	West|8|25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SRR23971492	EWS-2#-2	sewage_metagenome	market_sewage_east	East|NA|NA	0	0	0	0	6145	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SRR23971493	EWS-3#-2	sewage_metagenome	market_sewage_east	East|NA|NA	1926	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SRR23971494	WWS-1#	sewage_metagenome	market_sewage_west	West|NA|NA	2636	0	0	0	1646	0	0	0	808	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SRR23971495	WWS-1#-2	sewage_metagenome	market_sewage_west	West|NA|NA	2659	0	660	0	0	500	0	0	933	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SRR23971496	WWS-1#-3	sewage_metagenome	market_sewage_west	West|NA|NA	4382	0	654	0	1351	0	0	0	1614	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SRR23971497	WWS-2#-3	sewage_metagenome	market_sewage_west	West|NA|NA	526	0	0	0	0	974	0	0	946	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SRR23971498	w-6-29-33	market_metagenome	market_west_drain	West|6|29-33	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SRR23971499	w-zong-1	sewage_metagenome	market_west_drain	West|1|NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SRR23971500	629-L-1	market_metagenome	market_629_late	West|6|29	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SRR23971501	wws-1#-0	sewage_metagenome	market_sewage_west	West|1|NA	1802	0	0	0	0	0	0	0	456	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SRR23971502	A101	market_metagenome	market_west_Jan1	West|4|19	14722	0	1144	575	6117	8446	0	0	2105	0	1743	0	8796	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SRR23971503	A14	market_metagenome	market_west_Jan1	West|4|26	1086	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SRR23971504	A15	market_metagenome	market_west_Jan1	West|4|26	1733	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SRR23971505	A18	market_metagenome	market_west_Jan1	West|7|15-17	13366	0	870	896	4584	10595	0	0	9648	0	928	0	4207	0	0	0	0	0	0	0	0	0	0	0	1774	477	0	0	0	0	0	0	0
SRR23971506	A2	market_metagenome	market_west_Jan1	West|7|15-17	4330	0	608	725	2041	7334	0	0	1786	0	8205	0	1110	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SRR23971507	A20	market_metagenome	market_west_Jan1	West|7|15-17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SRR23971508	A33	market_metagenome	market_west_Jan1	West|7|NA	1288	544	0	891	3867	1429	0	0	1065	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SRR23971509	A55	market_metagenome	market_west_Jan1	West|7|25	12480	0	5220	1579	9536	15978	0	0	4452	0	0	0	3942	0	0	0	0	0	0	0	0	0	0	0	963	0	0	0	0	0	0	0	0
SRR23971510	A61	market_metagenome	market_west_Jan1	West|7|20-22-24	8484	0	2385	2504	15958	16250	0	0	3486	441	1065	0	13676	0	0	0	0	0	0	0	0	0	0	0	2635	0	0	0	0	0	0	0	0
SRR23971511	CCDC-744	market_metagenome	market_629_late	West|6|29	451	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SRR23971512	A63	market_metagenome	market_west_Jan1	West|7|16-18	6640	0	0	0	1322	14956	0	0	765	0	0	0	499	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SRR23971513	HXJC4-1-3	not_market	non_market_sewage		10704	0	0	0	928	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SRR23971514	WWS-2#-2	sewage_metagenome	market_sewage_west	West|NA|NA	1322	0	0	0	0	0	0	0	442	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SRR23971515	SJ-D	other_metagenome	warehouse	Warehouse|8|25	963	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SRR23971516	SJ-L3	other_metagenome	warehouse	Warehouse|8|25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SRR23971517	RLC-3	other_metagenome	warehouse	Warehouse|8|25	2493	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SRR23971518	HJ200001-20200112-1	market_metagenome	market_stall_wildlife	West|9|34-36	2468	6237	1667	1893	0	0	0	0	0	0	1322	0	0	0	0	0	5458	0	5622	0	3614	0	0	0	0	0	0	0	0	0	0	0	0
SRR23971519	HJ200002-20200112-1	market_metagenome	market_stall_wildlife	West|9|34-36	0	542	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1218	0	0	0	0	0	0	0	0	0	0	0	0
SRR23971520	HJ200003-20200112-1	market_metagenome	market_stall_wildlife	West|9|34-36	3240	11945	8531	15441	774	0	2462	430	0	0	12033	0	0	0	774	0	0	0	2503	2666	2351	0	0	0	0	0	0	0	0	0	0	0	0
SRR23971521	HJ200004-20200112-1	market_metagenome	market_stall_wildlife	West|9|34-36	2391	6633	9842	3870	0	0	0	0	0	0	3177	0	0	645	0	0	0	0	0	0	556	0	0	0	0	0	0	0	0	0	0	0	0
SRR23971522	CCDC-760	market_metagenome	market_825_late	West|8|25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SRR23971523	HJ200005-20200112-1	market_metagenome	market_stall_wildlife	West|9|34-36	3818	9852	15435	16028	14836	0	2311	6436	0	0	880	4777	0	736	3754	15472	0	0	0	513	0	0	0	0	0	0	0	0	0	0	0	0	0
SRR23971524	HJ200006-20200112-1	market_metagenome	market_stall_wildlife	West|9|34-36	508	15114	15190	5341	0	0	0	0	0	513	516	0	0	9222	0	0	0	0	860	0	430	0	0	0	0	0	0	0	0	0	0	0	0
SRR23971525	HJ200007-20200112-1	market_metagenome	market_stall_wildlife	West|9|34-36	1790	14622	9972	14961	1069	1285	3423	2296	0	600	9381	0	0	3107	1292	0	1105	0	2648	2792	3520	0	0	0	0	0	0	0	0	0	0	0	0
SRR23971526	HJ200008-20200112-1	market_metagenome	market_stall_wildlife	West|9|34-36	4816	11128	7916	15970	0	479	3617	2028	0	1758	10258	0	0	0	0	0	754	0	2334	1409	1029	0	0	0	0	0	0	0	0	713	709	0	0
SRR23971527	HJ200009-20200112-1	market_metagenome	market_stall_wildlife	West|9|34-36	591	4537	5769	2635	0	0	918	0	0	0	2358	0	0	0	0	0	1150	0	1980	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SRR23971528	HJ200010-20200112-1	market_metagenome	market_stall_wildlife	West|9|34-36	8613	8415	7989	14534	0	514	3280	0	3913	1334	11288	0	0	0	0	0	0	0	3441	468	557	0	0	0	0	0	0	0	0	0	0	0	0
