Sequencing run	Lab code	Sample type	Sample category	Stall ID	NC_012920.1 Homo sapiens	NC_013700.1 Nyctereutes procyonoides	NC_002008.4 Canis lupus	NC_001913.1 Oryctolagus cuniculus	NC_012095.1 Sus scrofa	NC_026063.1 Ovis orientalis	NC_021478.1 Rhizomys pruinosus	KX964606.1 Erinaceus amurensis	NC_006853.1 Bos taurus	NC_011638.1 Rattus tanezumi	NC_001700.1 Felis catus	NC_025316.1 Lepus sinensis	KR866125.1 Capra hircus	NC_004069.1 Muntiacus reevesi	NC_020645.1 Arctonyx collaris	NC_018367.1 Marmota himalayana	KR816507.1 Hystrix brachyura	NC_008066.1 Chlorocebus sabaeus	NC_035866.1 Myocastor coypus	NC_008434.1 Vulpes vulpes	NC_026529.1 Vulpes lagopus	NC_029403.1 Paguma larvata	MN400429.1 Melogale moschata	NC_020637.1 Mustela sibirica	NC_001640.1 Equus caballus	NC_006295.1 Bubalus carabanensis	NC_069637.1 Hystrix indica	NC_005033.1 Hemiechinus auritus	NC_039104.1 Rhizomys sumatrensis	NC_014861.1 Rattus tunneyi	NC_012389.1 Rattus exulans	NC_026124.1 Rhizomys sinensis	NC_036369.1 Otocyon megalotis
SRR23971436	HXJC4-1-2	not_market	non_market_sewage		65	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SRR23971437	C9_2	other_metagenome	market_west_late	West|5|NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SRR23971438	C12_2	other_metagenome	market_west_late	West|5|NA	25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SRR23971439	C17_2	market_metagenome	market_west_late	West|6|34	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SRR23971440	E-10-29-2	market_metagenome	market_west_late	West|10|29	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SRR23971441	E-A-7-1	other_metagenome	market_east_late	East|Accessory Street|7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SRR23971442	CCDC-454	market_metagenome	market_stall_wildlife_late	West|9|34	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SRR23971443	629-1-L1	market_metagenome	market_629_late	West|6|29	0	0	0	0	0	0	27	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SRR23971444	629-3-C	market_metagenome	market_629_late	West|6|29	0	127	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0
SRR23971445	629-5-L4	market_metagenome	market_629_late	West|6|29	0	0	0	0	0	0	130	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SRR23971446	w-6-29-33	market_metagenome	single_end_duplicate	West|6|29-33	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SRR23971447	629-8-L7	market_metagenome	market_629_late	West|6|29	0	0	0	78	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SRR23971448	Q37	market_metagenome	market_825	West|8|25	532	0	0	0	0	27	0	250	0	0	0	279	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SRR23971449	Q61	market_metagenome	market_629_Jan12	West|6|29-31-33	21	14339	1100	261	0	15	485	267	0	12	0	21	0	100	75	524	61	0	0	0	0	424	0	0	0	0	0	0	0	0	0	0	27
SRR23971450	Q64	market_metagenome	market_629_Jan12	West|6|29-31-33	47	150	196	182	17	0	112	57	0	239	0	14	0	0	0	140	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SRR23971451	Q68	market_metagenome	market_629_Jan12	West|6|29-31-33	164	29	331	262	0	0	243	73	0	0	0	0	0	27	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SRR23971452	629-11-L	market_metagenome	market_629_late	West|6|29	18	0	0	27	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SRR23971453	Q69	market_metagenome	market_629_Jan12	West|6|29-31-33	38	27	3668	16	0	0	23	77	0	0	0	0	0	61	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SRR23971454	Q70	market_metagenome	market_629_Jan12	West|6|29-31-33	12	21	103	69	0	0	22	0	0	36	0	0	0	0	0	0	5018	0	0	0	0	0	0	0	0	0	193	0	0	0	0	0	0
SRR23971455	1-29-8	market_metagenome	market_east_drain	East|5|11	36	0	4	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SRR23971456	8-25-M1	market_metagenome	market_825_late	West|8|25	3	0	0	0	0	0	0	45	0	46	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SRR23971457	WS-1-1	sewage_metagenome	market_sewage_west	West|NA|NA	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SRR23971458	WS-2-1	sewage_metagenome	market_sewage_west	West|NA|NA	22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SRR23971459	WS-2-3	sewage_metagenome	market_sewage_west	West|NA|NA	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SRR23971460	CSSQ-1-3	not_market	non_market_sewage		227	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SRR23971461	W-8-25-D1	market_metagenome	market_825_late	West|8|25	184	15	34	36	47	73	0	1095	11	688	30	0	0	0	0	0	0	0	0	0	0	0	0	37	0	0	0	0	0	0	0	0	0
SRR23971462	W-8-25-D2	market_metagenome	market_825_late	West|8|25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SRR23971463	HJ200025-20200112-1	market_metagenome	market_stall_wildlife	West|9|35-37	31	37	18	41	0	0	44	0	0	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SRR23971464	HJ200026-20200112-1	market_metagenome	market_stall_wildlife	West|9|35-37	34	212	62	199	16	0	53	164	0	487	0	134	0	100	27	0	0	0	0	17	0	0	0	0	0	0	0	0	0	0	0	0	0
SRR23971465	HJ200027-20200112-1	market_metagenome	market_stall_wildlife	West|9|35-37	17	117	42	13	0	0	41	0	11	0	0	38	11	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SRR23971466	HJ200028-20200112-1	market_metagenome	market_stall_wildlife	West|9|35-37	0	14	0	13	0	0	20	0	0	260	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SRR23971467	HJ200029-20200112-1	market_metagenome	market_stall_wildlife	West|9|35-37	0	0	0	0	20	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SRR23971468	HJ200030-20200112-1	market_metagenome	market_stall_wildlife	West|9|35-37	144	200	55	246	32	0	321	28	0	62	0	33	0	0	26	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SRR23971469	HJ200031-20200112-1	market_metagenome	market_825	West|8|25	16467	0	24	0	0	13	0	1415	0	20	0	26	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SRR23971470	HJ200032-20200112-1	market_metagenome	market_825	West|8|25	45	0	0	0	0	0	0	35	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SRR23971471	HJ200033-20200112-1	market_metagenome	market_825	West|8|25	23	0	0	0	0	0	0	87	0	0	0	103	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SRR23971472	HJ200034-20200112-1	market_metagenome	market_825	West|8|25	137	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SRR23971473	F13	sars2_amplicon	market_west_Jan1	West|11|15	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	48183	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SRR23971474	HJ200035-20200112-1	market_metagenome	market_825	West|8|25	85	0	17	0	0	0	0	366	0	0	0	63	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SRR23971475	HJ200036-20200112-1	market_metagenome	market_825	West|8|25	21	0	0	0	0	0	0	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SRR23971476	HJ200038-20200112-1	market_metagenome	market_825	West|8|25	79	0	10	0	16	0	0	681	0	599	0	59	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SRR23971477	HJ200039-20200112-1	market_metagenome	market_825	West|8|25	14	0	0	0	0	10	0	128	0	0	0	55	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SRR23971478	HJ200040-20200112-1	market_metagenome	market_825	West|8|25	133	0	0	0	0	12	0	2039	0	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	32	0	0	0	0	0
SRR23971479	HJ200041-20200112-1	market_metagenome	market_stall_wildlife	West|8|36-38	0	32	19	34	0	0	165	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SRR23971480	HJ200042-20200112-1	market_metagenome	market_stall_wildlife	West|8|36-38	0	0	0	0	0	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SRR23971481	HJ200043-20200112-1	market_metagenome	market_stall_wildlife	West|8|36-38	28	155	0	0	0	0	47	0	0	344	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SRR23971482	HJ200044-20200112-1	market_metagenome	market_stall_wildlife	West|8|36-38	0	301	32	0	20	0	33	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SRR23971483	HJ200045-20200112-1	market_metagenome	market_stall_wildlife	West|8|36-38	30	233	12	0	29	0	190	592	0	0	0	76	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SRR23971484	B5	sars2_amplicon	market_west_Jan1	West|5|6-8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SRR23971485	HJ200046-20200112-1	market_metagenome	market_stall_wildlife	West|8|36-38	20	428	398	26	1281	0	915	0	0	0	0	312	0	22	0	0	0	0	0	0	0	24	0	0	0	0	0	0	0	0	0	0	0
SRR23971486	HJ200047-20200112-1	market_metagenome	market_stall_wildlife	West|8|36-38	25	260	14	28	0	0	62	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SRR23971487	HJ200048-20200112-1	market_metagenome	market_stall_wildlife	West|8|36-38	0	5027	65	0	0	0	315	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SRR23971488	HJ200049-20200112-1	market_metagenome	market_stall_wildlife	West|8|36-38	0	21	0	0	335	26	239	0	0	0	0	18	0	168	40	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SRR23971489	629-13-L	market_metagenome	market_629_late	West|6|29	19	9	27	6	0	0	316	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SRR23971490	W-8-25-L	market_metagenome	market_825_late	West|8|25	28	0	0	0	0	0	0	123	0	0	0	43	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SRR23971491	W-8-25-L2	market_metagenome	market_825_late	West|8|25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SRR23971492	EWS-2#-2	sewage_metagenome	market_sewage_east	East|NA|NA	0	0	0	0	194	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SRR23971493	EWS-3#-2	sewage_metagenome	market_sewage_east	East|NA|NA	26	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SRR23971494	WWS-1#	sewage_metagenome	market_sewage_west	West|NA|NA	72	0	0	0	42	0	0	0	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SRR23971495	WWS-1#-2	sewage_metagenome	market_sewage_west	West|NA|NA	54	0	6	0	0	4	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SRR23971496	WWS-1#-3	sewage_metagenome	market_sewage_west	West|NA|NA	128	0	17	0	35	0	0	0	45	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SRR23971497	WWS-2#-3	sewage_metagenome	market_sewage_west	West|NA|NA	14	0	0	0	0	24	0	0	22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SRR23971498	w-6-29-33	market_metagenome	market_west_drain	West|6|29-33	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SRR23971499	w-zong-1	sewage_metagenome	market_west_drain	West|1|NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SRR23971500	629-L-1	market_metagenome	market_629_late	West|6|29	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SRR23971501	wws-1#-0	sewage_metagenome	market_sewage_west	West|1|NA	30	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SRR23971502	A101	market_metagenome	market_west_Jan1	West|4|19	1028	0	26	18	189	270	0	0	51	0	49	0	370	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SRR23971503	A14	market_metagenome	market_west_Jan1	West|4|26	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SRR23971504	A15	market_metagenome	market_west_Jan1	West|4|26	50	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SRR23971505	A18	market_metagenome	market_west_Jan1	West|7|15-17	850	0	6	5	38	186	0	0	84	0	6	0	32	0	0	0	0	0	0	0	0	0	0	0	11	3	0	0	0	0	0	0	0
SRR23971506	A2	market_metagenome	market_west_Jan1	West|7|15-17	67	0	5	5	15	125	0	0	20	0	220	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SRR23971507	A20	market_metagenome	market_west_Jan1	West|7|15-17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SRR23971508	A33	market_metagenome	market_west_Jan1	West|7|NA	8	3	0	9	43	19	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SRR23971509	A55	market_metagenome	market_west_Jan1	West|7|25	747	0	131	19	219	2928	0	0	79	0	0	0	68	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0
SRR23971510	A61	market_metagenome	market_west_Jan1	West|7|20-22-24	145	0	27	32	2056	3275	0	0	34	3	11	0	361	0	0	0	0	0	0	0	0	0	0	0	25	0	0	0	0	0	0	0	0
SRR23971511	CCDC-744	market_metagenome	market_629_late	West|6|29	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SRR23971512	A63	market_metagenome	market_west_Jan1	West|7|16-18	173	0	0	0	9	892	0	0	5	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SRR23971513	HXJC4-1-3	not_market	non_market_sewage		1461	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SRR23971514	WWS-2#-2	sewage_metagenome	market_sewage_west	West|NA|NA	13	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SRR23971515	SJ-D	other_metagenome	warehouse	Warehouse|8|25	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SRR23971516	SJ-L3	other_metagenome	warehouse	Warehouse|8|25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SRR23971517	RLC-3	other_metagenome	warehouse	Warehouse|8|25	40	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SRR23971518	HJ200001-20200112-1	market_metagenome	market_stall_wildlife	West|9|34-36	69	200	41	54	0	0	0	0	0	0	37	0	0	0	0	0	181	0	169	0	103	0	0	0	0	0	0	0	0	0	0	0	0
SRR23971519	HJ200002-20200112-1	market_metagenome	market_stall_wildlife	West|9|34-36	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	29	0	0	0	0	0	0	0	0	0	0	0	0
SRR23971520	HJ200003-20200112-1	market_metagenome	market_stall_wildlife	West|9|34-36	96	569	329	1434	18	0	69	10	0	0	894	0	0	0	19	0	0	0	67	79	63	0	0	0	0	0	0	0	0	0	0	0	0
SRR23971521	HJ200004-20200112-1	market_metagenome	market_stall_wildlife	West|9|34-36	60	199	440	106	0	0	0	0	0	0	96	0	0	15	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0
SRR23971522	CCDC-760	market_metagenome	market_825_late	West|8|25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SRR23971523	HJ200005-20200112-1	market_metagenome	market_stall_wildlife	West|9|34-36	111	436	3465	5560	4123	0	60	252	0	0	22	142	0	18	114	8261	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0
SRR23971524	HJ200006-20200112-1	market_metagenome	market_stall_wildlife	West|9|34-36	13	1948	4096	180	0	0	0	0	0	15	12	0	0	384	0	0	0	0	23	0	12	0	0	0	0	0	0	0	0	0	0	0	0
SRR23971525	HJ200007-20200112-1	market_metagenome	market_stall_wildlife	West|9|34-36	48	1214	389	1308	28	34	99	62	0	15	490	0	0	89	34	0	28	0	66	79	99	0	0	0	0	0	0	0	0	0	0	0	0
SRR23971526	HJ200008-20200112-1	market_metagenome	market_stall_wildlife	West|9|34-36	141	504	295	3830	0	13	103	58	0	77	541	0	0	0	0	0	20	0	58	35	25	0	0	0	0	0	0	0	0	33	38	0	0
SRR23971527	HJ200009-20200112-1	market_metagenome	market_stall_wildlife	West|9|34-36	18	160	197	78	0	0	24	0	0	0	67	0	0	0	0	0	37	0	59	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SRR23971528	HJ200010-20200112-1	market_metagenome	market_stall_wildlife	West|9|34-36	335	343	372	1313	0	12	101	0	119	47	791	0	0	0	0	0	0	0	106	13	13	0	0	0	0	0	0	0	0	0	0	0	0
SRR23971529	HJ200011-20200112-1	market_metagenome	market_stall_wildlife	West|9|38	175	1403	74	86	0	0	105	17	0	0	0	43	0	0	235	0	0	0	0	154	0	14	0	0	0	0	0	0	0	0	0	0	0
SRR23971530	HJ200012-20200112-1	market_metagenome	market_stall_wildlife	West|9|38	57	3526	2196	139	17	0	478	0	0	0	0	140	0	51	586	0	12	0	0	46	0	19	133	0	0	0	0	0	0	0	0	0	0
SRR23971531	HJ200013-20200112-1	market_metagenome	market_stall_wildlife	West|9|38	0	35	0	0	0	0	22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
