Run	Lab code	Sample_category	Stall_corrected	Sample_Name	NC_053523.1 Gallus gallus	NC_022418.1 Anas poecilorhyncha	NC_012920.1 Homo sapiens	NC_013978.1 Columba livia	NC_013700.1 Nyctereutes procyonoides	NC_015526.1 Phasianus colchicus	NC_002008.4 Canis lupus	NC_030041.1 Ptyas mucosa	NC_001913.1 Oryctolagus cuniculus	NC_012095.1 Sus scrofa	NC_026063.1 Ovis orientalis	NC_021478.1 Rhizomys pruinosus	NC_018134.1 Ctenopharyngodon idella	KX964606.1 Erinaceus amurensis	NC_031447.1 Streptopelia orientalis	NC_003408.1 Coturnix japonica	NC_066925.1 Micropterus punctulatus	NC_015987.1 Siniperca knerii	NC_006853.1 Bos taurus	NC_011638.1 Rattus tanezumi	NC_015888.1 Tachysurus fulvidraco	NC_001700.1 Felis catus	NC_015236.1 Gallinula chloropus	NC_012901.1 Blattella germanica	NC_039888.1 Anser albifrons	NC_011389.1 Naja atra	NC_025316.1 Lepus sinensis	NC_015614.1 Pseudorasbora parva	NC_031332.1 Ruditapes philippinarum	NC_035976.1 Carassius auratus	NC_011075.1 Sinonovacula constricta	NC_062716.1 Lepidoglyphus destructor	KR866125.1 Capra hircus	JX978723.1 Channa argus	NC_056622.1 Mizuhopecten yessoensis	NC_003489.1 Ictalurus punctatus	NC_001960.1 Salmo salar	NC_011710.1 Larimichthys crocea	NC_004069.1 Muntiacus reevesi	NC_020645.1 Arctonyx collaris	NC_003192.1 Monopterus albus	NC_004926.1 Andrias davidianus	NC_018367.1 Marmota himalayana	NC_062715.1 Blomia tropicalis	KR816507.1 Hystrix brachyura	NC_028049.1 Ptyas dhumnades	NC_009626.1 Penaeus vannamei	NC_029215.1 Calliphora chinghaiensis	NC_049858.1 Ctenocephalides felis	NC_008066.1 Chlorocebus sabaeus	NC_015073.1 Macrobrachium nipponense	NC_014866.1 Silurus meridionalis	KX585864.1 Accipiter gularis	NC_013183.1 Scophthalmus maximus	NC_026079.1 Tyrophagus putrescentiae	KX641475.1 Uranoscopus tosae	NC_035866.1 Myocastor coypus	NC_005037.1 Portunus trituberculatus	NC_023823.1 Neocaridina denticulata	NC_007895.1 Sepia officinalis	NC_023839.1 Liposcelis decolor	NC_008434.1 Vulpes vulpes	NC_012569.1 Scylla olivacea	JX534239.1 Harpadon nehereus	NC_060839.1 Clogmia albipunctata	NC_023803.1 Paramisgurnus dabryanus	NC_068236.1 Pelodiscus sinensis	NC_048990.1 Carpoglyphus lactis	NC_028229.1 Strongyloides venezuelensis	NC_026529.1 Vulpes lagopus	NC_029403.1 Paguma larvata	NC_056403.1 Ophichthys cuchia	NC_024586.1 Pomacea canaliculata	MN400429.1 Melogale moschata	NC_008140.1 Podiceps cristatus	NC_048988.1 Abbottina binhi	NC_020338.1 Luciobarbus capito	NC_031362.1 Haliotis discus	NC_024559.1 Lycodon rufozonatus	NC_024927.1 Anadara sativa	NC_016956.1 Periplaneta americana	NC_018549.1 Blattella bisignata	NC_020637.1 Mustela sibirica	NC_025504.1 Liposcelis entomophila	NC_025503.1 Liposcelis entomophila	NC_005292.1 Haemaphysalis flava	NC_008644.1 Hemibarbus barbus	NC_006880.1 Macrobrachium rosenbergii	NC_013184.1 Dermatophagoides farinae	NC_020046.1 Epinephelus fuscoguttatus	NC_046756.1 Epophthalmia elegans	NC_056354.1 Alectryonella plicatula	NC_023258.1 Pampus echinogaster	NC_001640.1 Equus caballus	OM736804.1 Monopterus albus	NC_013246.1 Charybdis japonica	NC_004419.1 Polyodon spathula	AP011213.1 Elopichthys bambusa	NC_038207.1 Histiostoma feroniarum	NC_021763.1 Micropercops swinhonis	NC_027503.1 Pomacea maculata	NC_014809.1 Meretrix lusoria	NC_009687.1 Argopecten irradians	NC_006295.1 Bubalus carabanensis	NC_027961.1 Plodia interpunctella	NC_007439.1 Lates calcarifer	NC_022707.1 Trachinotus ovatus	NC_024103.1 Botrylloides leachii	NC_006992.1 Eriocheir sinensis	NC_036351.1 Amphioctopus marginatus	CM045469.1 Aix galericulata	NC_030633.1 Mytilus chilensis	NC_003128.3 Buteo buteo	NC_036948.1 Channa gachua	NC_061250.1 Spirometra ranarum	NC_048487.1 Mercenaria mercenaria	NC_047480.1 Benthosema pterotum	NC_022721.1 Rhodeus sinensis	NC_014342.1 Oratosquilla oratoria	NC_023253.1 Physella acuta	NC_038219.1 Bubo bubo	NC_007691.1 Cygnus columbianus	NC_035106.1 Diploscapter coronatus	NC_067498.1 Chortoglyphus arcuatus	NC_010773.1 Toxocara cati	NC_024751.1 Caridina gracilipes	NC_002355.1 Bombyx mori	NC_024733.1 Mytilus coruscus	NC_020585.1 Alectoris chukar	NC_065213.1 Eisenia fetida	NC_010197.1 Bugula neritina	NC_028725.1 Tyrophagus longior	NC_020048.1 Bufo tibetanus	NC_030518.1 Echinochasmus japonicus	NC_009579.1 Coilia nasus	NC_069637.1 Hystrix indica	NC_020028.1 Atrina pectinata	NC_059757.1 Eophileurus chinensis	NC_027605.1 Elaphe schrenckii	NC_016420.1 Scomberomorus niphonius	NC_041412.1 Dasyhippus barbipes	NC_029252.1 Rhinogobius cliffordpopei	NC_005033.1 Hemiechinus auritus	NC_013568.1 Rotaria rotatoria	NC_000933.1 Metridium senile	NC_013434.1 Oryzias sinensis	NC_011626.1 Takifugu obscurus	NC_042168.1 Trichiurus haumela	NC_025923.1 Botaurus stellaris	NC_039104.1 Rhizomys sumatrensis	NC_041647.1 Jaydia lineata	NC_023080.1 Babylonia areolata	NC_013815.1 Metastrongylus salmi	NC_018536.1 Galba pervia	NC_025580.1 Accipiter nisus	NC_009711.1 Reinhardtius hippoglossoides	JX181763.1 Hoplobatrachus rugulosus	NC_051486.1 Monomorium pharaonis	NC_014861.1 Rattus tunneyi	NC_012389.1 Rattus exulans	NC_025521.1 Scolopax rusticola	NC_021469.1 Ascidiella aspersa	NC_030764.1 Sitophilus zeamais	NC_024939.1 Prochilodus lineatus	NC_026124.1 Rhizomys sinensis	NC_029755.1 Neoscona nautica	NC_046036.1 Carpophilus dimidiatus	NC_025500.1 Fulica atra	NC_026709.1 Sinobdella sinensis	NC_024430.1 Paracanthobrama guichenoti	NC_023828.1 Lophius litulon	NC_015101.1 Mauremys megalocephala	NC_008449.1 Plectropomus leopardus	NC_036369.1 Otocyon megalotis	LC541478.1 Columba janthina	NC_006076.1 Periplaneta fuliginosa	NC_034296.1 Glaucidium cuculoides	NC_029771.1 Danio albolineatus	NC_016870.1 Seriola dumerili	NC_056780.1 Acanthopagrus latus	NC_022854.1 Misgurnus bipartitus	NC_061975.1 Parasitus fimetorum	NC_025637.1 Vanellus vanellus	NC_030603.1 Copsychus saularis	NC_029457.1 Metapenaeopsis dalei	NC_026082.1 Accipiter virgatus	NC_025225.1 Channa asiatica	NC_014295.1 Apis cerana	NC_048989.1 Columba hodgsonii	NC_023453.1 Protaetia brevitarsis	MF804538.1 Channa lucius	NC_026712.1 Pseudolaubuca sinensis
SRR23971421	HJ200060-20200112-1	market_stall_wildlife	West|8|37	SRR23971421	15650	8500	1632	9127	729	2341	879	0	0	2722	0	650	0	0	0	0	0	0	0	430	0	0	0	0	1820	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	801	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SRR23971422	HJ200062-20200112-1	market_629_Jan12	West|6|29-31-33	SRR23971422	1888	2603	0	1335	5834	873	1866	0	14741	0	0	13867	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3043	0	0	0	0	771	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	473	0	0	0	0	0	0	0	0	0	0	0	0	0	0	606	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SRR23971423	HJ200063-20200112-1	market_629_Jan12	West|6|29-31-33	SRR23971423	2430	3640	1223	1613	2835	2693	6929	1938	4017	0	0	2557	0	481	430	0	0	0	0	0	0	0	0	0	0	516	0	0	0	0	0	12512	0	0	0	0	0	0	0	0	0	4968	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SRR23971424	HJ200065-20200112-1	market_629_Jan12	West|6|29-31-33	SRR23971424	9385	8092	2617	1260	14573	5199	11549	0	5377	645	2704	15523	0	4156	0	0	0	0	0	0	0	1100	0	0	0	515	0	0	0	0	0	1286	1611	0	0	0	0	0	0	0	0	0	4176	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	559	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	531	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SRR23971425	HJ200066-20200112-1	market_629_Jan12	West|6|29-31-33	SRR23971425	5675	3149	602	0	8511	5410	14148	0	11859	0	0	3649	0	2148	0	0	0	0	0	1717	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	602	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SRR23971426	HJ200067-20200112-1	market_629_Jan12	West|6|29-31-33	SRR23971426	15603	0	0	0	0	7964	4701	0	1941	0	0	3529	0	795	0	0	0	688	0	0	0	0	0	0	0	4353	913	0	0	0	0	0	0	0	0	0	0	0	3423	0	0	7597	0	0	662	0	0	0	0	0	0	0	0	0	3115	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	544	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SRR23971427	W-8-25-D2	market_825_late	West|8|25	SRR23971427	5201	686	2021	825	0	600	2478	14092	645	0	12718	0	0	14262	0	7888	0	0	0	2993	0	0	473	0	0	3241	643	0	0	0	0	4576	3017	0	0	0	0	0	0	1823	0	0	0	0	0	1754	0	0	0	0	0	0	0	0	2723	0	0	0	0	0	0	0	0	0	1385	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1374	8219	8074	3317	0	0	5668	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1394	0	0	0	0	561	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SRR23971428	10-31-In2	market_west_late	West|10|31	SRR23971428	0	0	7122	0	0	0	0	2171	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SRR23971429	10-31-abv2	market_west_late	West|10|31	SRR23971429	0	0	7444	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SRR23971430	06-29-abv1	market_629_late	West|6|29	SRR23971430	3097	1069	6066	0	0	1145	4032	434	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	528	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SRR23971431	1-27-11	market_west_drain	West|3|13	SRR23971431	0	0	7558	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2921	4666	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1488	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SRR23971432	1-27-12	market_west_drain	West|1|2	SRR23971432	0	0	4550	0	0	0	0	0	0	0	0	0	0	0	0	0	0	606	0	0	0	2250	0	0	0	0	0	0	0	0	0	0	0	0	0	961	0	0	0	0	5683	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3274	3231	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1071	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SRR23971433	1-27-28	market_west_drain	West|7|34	SRR23971433	8247	7034	0	2027	0	0	782	0	1490	0	0	0	0	0	0	5441	0	0	0	0	0	2605	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SRR23971434	1-27-52	market_west_drain	West|15|22	SRR23971434	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1441	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	586	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SRR23971435	1-29-19	market_east_drain	East|9|35	SRR23971435	0	0	10143	0	0	0	0	0	0	14492	0	0	0	0	0	0	0	0	7257	0	0	2117	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1653	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SRR23971436	HXJC4-1-2	non_market_sewage		SRR23971436	759	0	3524	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SRR23971437	C9_2	market_west_late	West|5|NA	SRR23971437	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SRR23971438	C12_2	market_west_late	West|5|NA	SRR23971438	0	0	1436	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SRR23971439	C17_2	market_west_late	West|6|34	SRR23971439	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SRR23971440	E-10-29-2	market_west_late	West|10|29	SRR23971440	0	0	0	0	0	0	0	588	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SRR23971441	E-A-7-1	market_east_late	East|Accessory Street|7	SRR23971441	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SRR23971442	CCDC-454	market_stall_wildlife_late	West|9|34	SRR23971442	0	0	0	911	0	0	0	0	0	0	0	0	0	0	446	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SRR23971443	629-1-L1	market_629_late	West|6|29	SRR23971443	0	822	0	0	0	0	0	0	0	0	0	479	0	0	0	877	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	430	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SRR23971444	629-3-C	market_629_late	West|6|29	SRR23971444	5677	6236	0	0	1762	0	770	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	570	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
