NC_023370.1	14430
NC_059916.1	16933
NC_012143.1	17136
NC_056359.1	303026
NC_059920.1	15455
NC_005438.1	15075
NC_022796.1	682498
NC_026525.1	15662
AB738953.1	16590
NC_056920.1	14762
NC_011934.1	16549
NC_046831.1	16969
NC_066683.1	15248
NC_057546.1	18504
NC_021142.1	13792
NC_021115.1	7920
NC_006338.1	22184
NC_063847.1	16701
NC_006992.1	16354
NC_023974.1	16537
NC_058789.1	36336
OP057068.1	16717
NC_047185.1	13851
NC_066980.1	15714
NC_053090.1	16848
NC_066716.1	14965
NC_024952.1	16805
NC_002546.1	14462
NC_012142.1	16942
MT484070.1	16710
NC_054278.1	17787
NC_013658.1	16033
NC_057273.1	17060
EU848546.1	16566
NC_043852.1	16508
NC_034020.1	14949
NC_062402.1	49042
MN841408.1	16453
NC_031412.1	16039
NC_037474.1	16510
OP035110.1	16504
NC_050257.1	15361
NC_035684.1	15974
NC_062102.1	15486
OP056943.1	16501
NC_018785.1	17631
NC_025503.1	11599
NC_026229.1	16494
NC_061641.1	15726
KT327176.1	16257
AP011309.1	15637
NC_057549.1	16333
OP056946.1	16823
NC_063848.1	16947
NC_059877.1	15397
NC_008945.1	13608
NC_000879.1	17344
NC_052795.1	16665
NC_067788.1	15247
MH888024.1	17144
NC_015609.1	15890
NC_007177.1	16779
NC_027601.1	15967
NC_031358.1	17130
NC_021112.1	9406
NC_068104.1	14696
NC_036672.1	16737
NC_027671.1	17106
NC_028042.1	15557
NC_007970.1	19043
AB218960.1	17853
NC_065461.1	15537
NC_052876.1	15544
NC_027279.1	16692
NC_022433.1	15130
NC_034129.1	14902
AP013313.1	16337
MK069977.1	16782
NC_012761.1	16795
NC_039980.1	26050
NC_053797.1	16333
NC_069061.1	15896
NC_046924.1	16702
NC_063862.1	16134
NC_024650.1	15267
NC_068679.1	16006
NC_025756.1	13874
NC_002355.1	15643
NC_045401.1	16941
NC_067724.1	15196
MN427890.1	17259
NC_071970.1	16520
AP011576.1	16848
MF927489.1	16536
NC_066230.1	13647
NC_039824.1	15376
NC_023780.1	16563
NC_050287.1	18141
NC_002761.2	18705
OM461345.1	15469
NC_044705.1	15618
NC_026104.1	15804
NC_032363.1	19673
NC_039857.1	14423
NC_025562.1	16600
NC_027436.1	17137
NC_007975.1	17171
NC_022921.1	13855
NC_011944.1	17411
NC_006133.1	16004
NC_016465.1	16898
NC_067933.1	16437
NC_042184.1	32357
NC_065814.1	14738
NC_063140.1	15703
NC_070009.1	17124
NC_020154.1	16587
NC_062067.1	14683
NC_057649.1	16708
NC_041650.1	14436
NC_037875.1	15005
NC_034123.1	14914
NC_061244.1	15239
NC_030373.1	16572
NC_046603.1	16118
NC_027964.1	16466
MF143476.1	15891
NC_039405.1	25862
NC_056162.1	15107
NC_011006.1	16629
NC_034044.1	14950
KY994597.1	16952
NC_016117.1	10326
NC_007939.1	17273
NC_057070.1	15792
NC_038166.1	15909
NC_013848.1	15221
NC_025335.1	18413
NC_025903.1	18606
NC_038115.1	16541
NC_008102.1	16654
NC_044451.1	16597
NC_022179.1	47382
NC_023452.1	14614
NC_039987.1	16909
NC_024068.1	17079
MZ853153.1	16523
NC_022509.1	17017
NC_029879.1	15151
OP035126.1	16934
NC_027111.1	15628
NC_046580.1	17150
CM056048.1	18195
NC_003175.1	15780
MN122932.1	16323
NC_008777.1	18021
NC_026304.1	16538
NC_049091.1	15296
NC_037713.1	16391
NC_046425.1	16886
NC_037189.1	16880
NC_068497.1	16500
NC_043889.1	174448
NC_063663.1	18462
NC_060318.1	28031
NC_029886.1	62563
CM020378.1	18726
LN877970.1	14939
NC_044454.1	16518
NC_042712.1	15829
NC_013554.1	16449
MG599474.1	16487
NC_038068.1	15735
NC_067902.1	14576
NC_036947.1	17126
NC_034284.1	16308
HE978360.1	16596
NC_029191.1	17153
NC_037698.1	15742
NC_063896.1	16513
OP057109.1	17153
NC_067049.1	15334
KP874184.1	16558
NC_030263.1	16632
NC_023351.1	17460
NC_060824.1	15559
NC_065786.1	83518
AP011332.1	16675
NC_035754.1	16596
NC_062878.1	20520
NC_033987.1	15820
NC_069015.1	15783
NC_062860.1	17014
MW646297.1	17038
NC_001324.2	40469
NC_042203.1	16539
NC_037140.1	16521
NC_022152.1	32135
NC_068905.1	15267
NC_019646.1	16339
NC_034769.1	15719
NC_034804.1	15537
KM373207.1	16509
NC_035227.1	15598
NC_049012.1	16965
NC_029868.1	15160
NC_006286.1	16222
NC_056921.1	16221
NC_058684.1	27091
NC_044146.1	17867
NC_059702.1	15745
NC_014492.1	15427
NC_034798.1	75717
NC_024404.1	15356
MW788326.1	16432
NC_008125.1	15879
AP011564.1	15431
NC_026862.1	14891
NC_006837.1	58654
NC_051944.1	15662
OP056983.1	16496
AP019323.1	16495
NC_004021.1	16418
NC_056373.1	16929
NC_063693.1	16987
NC_020792.1	16863
NC_034339.1	16590
NC_052810.1	17205
NC_030257.1	15864
NC_061207.1	13776
NC_058014.1	15268
NC_004419.1	16512
NC_009583.1	16979
NC_014273.1	13673
NC_053071.1	16950
NC_015141.1	502773
KM245937.1	16543
NC_069018.1	15292
NC_071938.1	16729
AP011448.1	15766
MT627182.1	15022
NC_001947.1	16787
NC_042141.1	13756
NC_024108.1	16502
NC_014585.1	15078
AP006832.1	16476
NC_008772.1	16946
NC_060374.1	16562
NC_070048.1	16897
NC_044750.1	15642
NC_057632.1	15940
KY355081.1	15079
NC_037201.1	16180
NC_028528.1	15086
NC_012141.1	16549
NC_065661.1	15693
NC_046919.1	16566
OP057069.1	16704
NC_012705.1	16753
NC_044434.1	16558
NC_030001.1	15992
NC_039535.1	16472
NC_042754.1	15449
NC_053739.1	15553
NC_045090.1	15955
NC_042412.1	15423
OP035129.1	16533
NC_029864.1	15069
NC_035311.1	16054
NC_023474.1	15557
NC_061056.1	162460
NC_035491.1	16719
AP019343.1	16652
NC_057068.1	15616
NC_030277.1	15922
NC_026227.1	15858
NC_023363.1	15984
NC_037870.1	14804
NC_014344.1	31825
NC_052811.1	17089
NC_022505.1	16545
AP004199.1	16543
KY996499.1	17047
NC_026875.1	16513
NC_039419.1	16648
MN867911.1	16595
NC_062163.1	14721
NC_065836.1	15076
NC_010770.1	16678
NC_013184.1	14266
OM461332.1	15381
NC_046020.1	18340
NC_013445.1	16672
NC_052807.1	16766
NC_000886.1	16497
NC_053972.1	16646
NC_020780.1	15299
NC_050882.1	159012
NC_006292.1	15080
NC_046471.1	17228
NC_010960.1	16444
NC_011243.1	15894
NC_057617.1	96922
NC_065060.1	683000
NC_034929.1	15953
NC_007893.1	20093
NC_057530.1	18266
NC_042677.1	16153
NC_008240.1	42424
NC_008679.1	16564
OP035188.1	17932
NC_009630.1	201763
NC_047198.1	15892
NC_029407.1	16001
NC_018126.1	15864
NC_068203.1	18380
NC_029396.1	55973
NC_021120.1	14583
NC_061680.1	15353
NC_030054.1	17572
NC_068814.1	15282
NC_066682.1	15053
NC_005931.1	15599
OP035137.1	17967
NC_024587.1	16523
NC_066707.1	17639
NC_037897.1	15353
NC_014353.1	17580
NC_014491.1	17004
NC_018119.1	16507
NC_014891.1	15895
NC_062819.1	16796
NC_063145.1	535805
NC_060592.1	16389
NC_068596.1	16048
NC_039181.1	16661
NC_042947.1	186056
NC_034783.1	14835
AP011583.1	16564
NC_062401.1	102701
MN122937.1	16454
NC_059817.1	15696
NC_023378.1	16589
NC_065089.1	14444
NC_053108.1	16862
NC_037942.1	16196
ON165377.1	16252
NC_017760.1	15651
MW574351.1	16690
NC_052799.1	16998
NC_035677.1	16130
NC_023383.1	16496
NC_060871.1	15618
NC_032295.1	13887
CM023630.1	19188
OK554535.1	16780
MF198331.1	15420
NC_066925.1	16487
AY753545.2	18400
NC_060345.1	15985
NC_023980.1	16510
NC_012834.1	16681
NC_025750.1	16421
NC_016004.1	83817
KX950699.1	16555
NC_066085.1	16261
NC_020023.1	15680
NC_011330.1	16486
NC_066684.1	17186
MN038168.1	17108
NC_010222.1	43964
LC541442.1	18980
NC_060838.1	16868
NC_040224.1	38419
NC_020712.1	16436
NC_062854.1	15763
NC_034108.1	14950
NC_004118.1	56574
NC_024238.1	16538
NC_062677.1	17053
MH636616.1	16771
NC_050742.1	15817
KU892760.1	16601
NC_016695.1	16735
NC_035401.1	15926
OP057117.1	15684
NC_042215.1	15430
NC_002764.1	16586
NC_038137.1	15172
NC_036365.1	16849
OX387206.1	19461
NC_020314.1	15620
NC_034036.1	14950
NC_067862.1	16401
NC_045874.1	19400
MT199208.1	16894
NC_062434.1	18075
NC_012981.1	16892
AB282845.1	16651
NC_029195.1	16508
NC_060768.1	15627
NC_067627.1	13719
NC_013863.1	17072
NC_030365.1	16873
AP011311.1	15659
NC_023941.1	16518
NC_007702.1	16055
NC_030764.1	18105
NC_046426.1	16633
NC_018364.1	15841
NC_040123.1	16397
NC_062105.1	15626
NC_060665.1	15643
NC_007443.1	16325
NC_050001.1	20478
NC_019584.1	16282
NC_054202.1	44054
NC_065299.1	15870
NC_068247.1	18321
AP012139.1	16635
NC_027261.1	16703
KF765806.1	16580
NC_020426.1	16930
NC_046849.1	15904
NC_042749.1	16968
NC_025951.1	16705
NC_062783.1	16627
OP476244.1	16132
NC_036671.1	15149
NC_007889.1	17156
NC_067859.1	14658
NC_046408.1	23939
NC_008662.1	16607
NC_050271.1	16565
NC_022843.1	15666
NW_025544887.1	40201
NC_030040.1	15265
MH645336.1	16986
AB738958.1	17169
AP006024.1	16810
NC_039137.1	17765
NC_058888.1	682814
NC_037877.1	14508
NC_042875.1	16220
NC_027145.1	15461
LC493923.1	15763
NC_037796.1	15772
NC_056349.1	15749
MT561500.1	17205
NC_067971.1	16398
NC_006517.1	16538
NC_045269.1	16192
NC_001878.1	16005
NC_029871.1	15013
NC_045102.1	16261
NC_037610.1	15352
NC_015353.1	16472
MZ417389.1	17990
NC_029514.1	15260
NC_023967.1	16976
NC_026575.1	15555
NC_042440.1	15924
MW532122.1	16624
NC_035685.1	15655
NC_029843.1	16702
NC_021123.1	15701
NC_035736.1	16684
NC_015340.1	16442
NC_035424.1	16592
NC_025769.1	16559
NC_027061.1	26469
NC_068619.1	14857
NC_035249.1	13705
NC_015112.1	16386
NC_048883.1	17975
BK010486.1	16744
NC_067967.1	15438
NC_008144.1	17384
NC_006665.1	16427
OP035059.1	16747
NC_024882.1	16600
NC_009885.1	14420
NC_007397.1	17388
OP056926.1	16303
NC_060292.1	17344
NC_028610.1	18644
NC_037454.1	39464
NC_033857.1	14434
NC_056273.1	16799
NC_024521.1	141276
NC_067927.1	14743
NC_020140.1	16151
NC_026836.1	14991
NC_060746.1	15325
NC_039710.1	16553
NW_009243183.1	5828
KJ168064.1	17704
NC_047479.1	15603
NC_056126.1	16192
NC_016918.1	3079
NC_041170.1	16331
NC_024191.1	16520
NC_068590.1	15883
NC_065302.1	15704
NC_016891.1	18154
NC_044432.1	16492
NC_013625.1	17714
NC_034145.1	14950
NC_031801.1	13759
NC_044722.1	15325
NC_012901.1	15025
NC_026997.1	16132
NC_012620.1	50294
NC_049036.1	16284
NC_021379.1	15364
NC_049033.1	16324
NC_059757.1	16624
NC_064060.1	16196
NC_025558.1	15930
MT295843.1	13480
MT936558.1	16441
NC_058587.1	16215
KY117582.1	16600
NC_033528.1	15762
NC_021641.1	16737
OP476243.1	13660
NC_040304.1	16935
NC_006378.1	16360
OP476234.1	16765
NC_027653.1	17685
AP019315.1	16548
NC_014341.1	16809
NC_004591.1	17338
NC_036308.1	17901
NC_049894.1	15788
NC_067813.1	16858
OP057101.1	18520
NC_022427.1	16637
NC_013821.1	14647
NC_050031.1	16524
NC_025240.1	36918
MF143482.1	16799
NC_034278.1	16858
NC_036343.1	16619
NC_053877.1	15812
NC_015111.1	14424
NC_042183.1	56579
MN841366.1	16512
NC_026572.1	17411
NC_005963.1	14740
OP035177.1	16510
NC_006078.1	15053
NC_052888.1	16510
OP057020.1	17726
NC_057966.1	15363
MT663339.1	15441
NC_069055.1	16304
NC_032049.1	15176
AP017947.1	16848
NC_049030.1	15761
NC_031820.1	15645
NC_049029.1	15737
MN699562.1	17050
MW574390.1	16680
KP899452.1	12866
NC_027672.1	16028
NC_061627.1	16603
NC_034088.1	14950
NC_033539.1	15662
NC_001328.1	13794
MZ334545.1	16706
AP012262.1	16315
NC_019653.1	14355
MW232488.1	16702
NC_011820.2	14144
NC_023932.1	13672
NC_058264.1	17133
NC_026985.1	14558
NC_051934.1	15534
NC_060806.1	16153
NC_030266.1	15531
NC_030508.1	15212
NC_036674.1	16596
NC_037805.1	15444
NC_056370.1	17682
NC_034351.1	16903
NC_061295.1	15305
NC_061629.1	15617
NC_009849.1	16643
NC_051938.1	15488
NC_013187.1	15191
NC_042409.1	16887
AB612274.1	17319
NC_039399.1	15328
NC_061205.1	14148
NC_020332.1	24608
NC_002785.1	16595
AP011560.1	16065
OP056907.1	16825
NC_029840.1	16943
NC_025299.1	15850
NC_010961.1	15347
NC_053810.1	16257
NC_053959.1	16766
NC_037743.1	15707
NC_025747.1	16346
NC_029466.1	15977
NC_054223.1	20134
NC_053980.1	16654
NC_024058.1	16523
AP019351.1	16574
NC_065848.1	15833
NC_063805.1	38944
NC_050324.1	15699
NC_026059.1	15863
NC_056131.1	16247
NC_012376.1	14150
NC_000894.1	20992
MH345726.1	16573
NC_033545.1	16594
NC_056127.1	16708
OP035211.1	16523
NC_022477.1	16661
NC_027414.1	15548
NC_062111.1	15210
NC_068093.1	40965
MT627199.1	15407
NC_063566.1	15185
NC_026566.1	16786
NC_062624.1	16642
NC_024656.1	13414
NC_067851.1	14997
NC_056403.1	16450
NC_065674.1	20997
KJ603240.1	16734
NC_028604.1	17278
NC_015344.1	16449
NC_008664.1	16600
HG993923.1	15192
NC_016059.1	18357
NC_042200.1	16882
NC_021124.1	67656
NC_018047.1	15185
NC_060771.1	16011
NC_045247.1	17277
NC_067553.1	17964
MG917695.1	17463
KP257597.1	16898
NC_035716.1	16682
NC_036279.1	16107
NC_021612.1	16761
NC_005037.1	16026
NC_061679.1	15436
NC_057477.1	15586
NC_051513.1	16816
NC_039152.1	25348
NC_001638.1	15758
NC_038163.1	16684
NC_010534.1	14924
NC_024256.1	14357
NC_030249.1	15668
NC_009964.1	16120
NC_056114.1	16587
NC_065328.1	16134
NC_064110.1	14284
AB282835.1	15977
NC_045362.1	87477
NC_068259.1	22262
AP011248.1	15655
NC_025301.1	16644
NC_022448.1	27133
NC_061035.1	15885
NC_050386.1	16393
NC_021475.1	42268
AP011312.1	15657
NC_037379.1	16751
NC_031811.1	19100
NC_068073.1	16840
NC_026977.1	14805
KF951091.1	17940
NC_021940.1	16787
NC_045200.1	101106
NC_054248.1	15884
NC_015615.1	18007
NW_023502920.1	1141
NC_020039.1	16680
NC_002553.1	47328
NC_057241.1	16527
NC_061362.1	18540
NC_035141.1	16493
NC_037220.1	16733
NC_065489.1	16617
NC_018542.1	15104
NC_034785.1	14675
NC_029756.1	14161
NC_045917.1	18800
NC_025287.1	16312
NC_053882.1	14445
NC_022159.1	48471
KP965871.1	16527
AP011574.1	16675
NC_064987.1	16196
NC_040149.1	15932
NC_063878.1	16426
KU521385.1	16707
NC_034026.1	14949
NC_036043.1	15716
NC_028065.1	15307
NC_050695.1	15968
NC_025298.1	16647
OP035146.1	16508
NC_013562.1	16609
NC_039770.1	16798
NC_033946.1	16623
AP018118.1	16929
NC_026063.1	16617
NC_030209.1	17333
AP004210.1	16639
NC_013824.1	13653
NC_019612.1	16513
KT908039.1	17009
NC_009867.1	16523
OP056839.1	16812
NC_062325.1	13709
NC_029865.1	15026
NC_056271.1	29282
NC_034074.1	14950
NC_060993.1	18348
NC_053935.1	15696
NC_073553.1	16583
NC_033984.1	15645
NC_038108.1	15051
NC_037376.1	15862
OP056968.1	16521
NC_027858.1	16723
KY994594.1	16841
NC_042500.1	18293
NC_034040.1	14950
OP056863.1	16667
NC_034720.1	16923
NC_067725.1	15330
NC_023831.1	14575
CM026089.1	16511
NC_015481.1	15903
NC_010302.1	16882
NC_049067.1	17196
NC_057198.1	17007
NC_014809.1	20268
OP057124.1	18768
JX181763.1	20926
NC_008434.1	16813
NC_038196.1	16926
NC_011193.1	15272
NC_031568.1	16600
NC_063531.1	16746
NC_023340.1	14415
NC_015887.1	18291
NC_060601.1	22714
NC_037916.1	17536
KP334103.1	16528
NC_024638.1	13519
NC_029499.1	15228
NC_065693.1	16647
NC_027192.1	16630
MW856906.1	16592
NC_035597.1	16606
NC_056148.1	332165
NC_008109.1	16548
NC_060659.1	17432
NC_067712.1	31841
NC_034715.1	13816
NC_037380.1	17702
NC_031517.1	13701
NC_030525.1	16799
NC_044442.1	16722
NC_029940.1	16968
NC_011331.1	16519
NC_017879.1	16797
NC_056327.1	13685
AP018928.1	16512
NC_021422.1	16422
NC_038214.1	14885
NC_049089.1	66785
OQ675585.1	16535
NC_002781.3	16701
NC_069631.1	16901
NC_027241.1	16893
NC_060816.1	16295
NC_021140.1	13483
NC_044441.1	16539
NC_039558.1	14794
NC_037045.1	16479
NC_021126.1	65327
NC_064058.1	17403
NC_062877.1	15732
NC_061639.1	15638
NC_015528.1	16552
NC_011379.1	16646
NC_026846.1	16123
NC_042802.1	15744
NC_052815.1	16972
NC_008775.1	16158
NC_004411.1	16680
NC_064690.1	15550
NC_044792.1	18054
NC_004413.1	16534
NC_014403.1	15354
NC_015805.1	16453
NC_024760.1	25149
NC_014588.1	15544
NC_029252.1	16525
NC_008134.1	16058
NC_024100.1	16589
NC_002503.2	16428
MT768052.1	17269
NC_056333.1	16838
NC_038192.1	17539
NC_028621.1	14105
NC_024028.1	15534
NC_039370.1	16819
NC_019587.1	16585
NC_062164.1	14885
MN597054.1	14899
KX388472.1	16788
KP122337.1	16375
NC_004454.2	16476
JQ700099.1	15785
OQ675160.1	16447
NC_011360.1	36503
NC_016186.1	13636
NC_029228.1	18562
NC_060851.1	16934
NC_021975.1	17027
NC_008112.1	16884
NC_062179.1	15629
NC_039630.1	16962
NC_023105.1	16611
NC_045864.1	12564
